title,content
Beko Sorumluluğunu Yerine Getirmiyor,Beko'dan 2014 Yılında komple beyaz eşyamı aldım. 27.06.2023 tarihinde mikrodalga fırının tablası dönmediği için servise gönderdim. Servis mesaj göndererek 215 TL karşılığında tamir edeceklerini ilettiler. Ben de tamiri onayladım. Birkaç gün sonra tekrar arayarak parçanın stoklarında bulunmadığını önerdikleri bir ürünle 215 TL karşılığında değişim yapacaklarını söylediler. Ben önerdikleri ürünü incelediğimde benim fırınımın internetteki fiyatının yarı fiyatı değerinde olduğunu ve renk olarak farklı renkte olduğunu bildirdim ve farklı bir ürün sunulmasını istedim. Yaklaşık 50 günlük mücadelenin ardından farklı bir ürün sundular ve 2950 TL ücret istediler. Beko nun kendi kusurundan kaynaklanan bir sorundan dolayı müşteriyi mağdur etmeye hakkı yok. 215 TL karşılığında çözebileceğim bir sorunu 10 yıl yedek parça bulundurma zorunluluğu varken parça bulundurmayıp sorumluluğunu yerine getirmemesi Beko ya hiç yakışmadı...
Beko Çözülmeyen Buzdolabı Sorunu,Bir hafta önce Beko buzdolabım birden soğutmamaya başladı. Servisi aradım ertesi gün gelindi. Motor değişimi dendi. 2600 TL para istediler. Sonraki gün gelip saat 6'da taktılar 6 saat içine bir şey koyma dediler. Öylede yaptım. Ama hiçbir soğuma yoktu. Sabah aradım sistem dolu yarına randevu dedi. Yine tamam dedim. Ama yine yapamadılar. Ürün yine bozuk hafif bir sogutma var ama dünden beridir buzluk kısmında yarım bardak su donmadı. Arıyorum sistem dolu yarına diyor. Ben kaç kez alışveriş yaptım hepsi çöpe gitti. Çocuklarıma bu sıcakta ne bir dondurma ne de soğuk bir şey verebiliyorum. Bebeğim var ve sütleri bozuldu. Parayı alırken çok iyiydiniz benim sorunum çözülmezse bugün avukata gideceğim. Artık siz uğrasın boğazım şişti sizi arayıp dert anlatmaktan.
Beko Buhar Jeneratörlü Ütü Sorunu,2020 3. Ayda aldığım buhar jeneratörlü ütümü (bku8928) 16 ay sorunsuz olarak kullandım. Temmuz 2021 de ütüm buhar vermeyi kesti ve su akıtmaya başladı. Bunun üzerine servise götürdüm. Kendileri bir problem olmadığını buhar düğmesine fazla uzun süre basmamam gerektiği yönde komik ve teknik bilgiden uzak bir açıklama yaptılar. Uzun ve çözülemeyen kısır döngü sürecim böylece başlamış oldu. Daha sonra kireçli su kullandığımı iddia ettiler oysa ki tüm site sistemi arıtılmış su ile beslenmektedir. Daha sonra hatayı kabul edip parça değişimi yaptık tamam dediler (sonradan öğrendiğim taban değişimi). Fakat ütü eve ® geldiğinde çamaşırlarımda siyah lekeler yaptı. 12. Ayda tekrar servise bıraktım gene taban değişmişler. Bir ay kadar kullandım fakat gene leke yaptı. Ben kendilerine beni oyalamayın bu ütüyü yenisi ile değişin bakın 01.03.2022 tarihinde 2 sene oluyor garantisi dolacak dedim. Defalarca müşteri iletişim merkezini aradım WhatsApp ® hattından Arçelik ® müşteri iletişim ile yazıştım derdimi anlatamadın. Bana sen korkma garantin seneye bitiyor gene müdahale edelim olmaz ise değişim yaparız dediler. Bunun üzerine 14.03.2022 tarihinde tekrar taban değişimi yaptılar. Ütü geldikten bir süre sonra gene su akıtmaya buharı az vermemeye başladı. 08502100888 numaralı hattan ve WhatsApp hattından sürekli iletişimde kaldım değişim için söz verdiniz dedim değişin bu ütüyü diye ısrar ettim fakat bana gene servise bırakın bir daha bakalım dediler.Bunun üzerine başka şehirde başka bir servise bıraktım. Sağ olsunlar değişimi uygun gördüler fakat bu seferde benden değişim için 1340 TL ücret yatırmam gerektiğini ücret yatmadan değişim yapmayacaklarını ilettiler. Sebebini sorduğumda önce kullanıcı hatası sebebiyle dediler ben bunu kabul etmediğini iletince garanti süresi dolmuş o sebeple ödeme yapmam gerektiğini ilettiler. Kendilerine sorum olacak; madem 01.03.2022 tarihinde garanti bitti öyleyse 14.03.2022 tarihinde taban değişimini ücretsiz yaptılar. Aynı parçayı defalarca değişip süreci geçiştirmek beni oyalamaktan başka nedir. Beko gibi bir markanın böyle oyalamalara ihtiyacı mı var.
Beko Netflix Uygulaması Televizyonumda Yoktur,2018 yılında dünya para verip aldım Netflix ® uygulaması yok kullanamıyorum müşteri temsilcileri ile görüştüğümde TV Box alıp kullanın diyorlar. Böyle saçmalık olamaz. Bu uygulama bir güncelleme ile getirilmeli TV çok mağduruz bu konuda acilen bir çözüm bulmanızı istiyorum.
Beko Klima Gaz Kaçağı Problemi,Trendyol'dan henüz alalı 2 ay olan Beko 1200 BTU 31225 kodlu klimayı bu sıcaklarda doğru düzgün kullanamadık 4 defa servis geldi her gelen gaz kaçağı var sorun değil deyip gaz ekleyip gidiyor bu kadar sorumsuzluk olmaz bugün servis geldi tamamdır halloldu dedi akşamına aynı problem ikinci el alsak bu kadar olmazdı. Beko servis pişmanlıktır net.
Beko Buzdolabı Suyu Bile Soğutmuyor,Beko seri numaralı 18-100074-02 yeni nesil diye aldığımız buz dolabının derin dondurucusu soğutuyor ancak alt bölmede katı yağ bile eriyor sular soğumuyor aldığımızdan bu yana bu sıkıntı devam ediyor. Yetkili servisin söylediği Antalya sıcak memleket iyide bir önceki buzdolabı da Antalya'da yaşıyordu iç hacime göre motor küçük geliyor sanırım aldığıma çok pişmanım.
Beko Televizyonumun Garanti Süresi Bitince Bozulması!,3 sene önce Beko TV'im garantisi bittikten 15 gün sonra bozulmuştu. Beko ile kavga sonucu bir miktar indirimle TV'mi değiştirdim. Şimdi 3 sene 4-5 ay oldu TV'im yine bozuldu galiba dahili uydusu. Bu Beko bunu tam nasıl ayarlıyor. Evde her şeyim Beko idi şimdi yanından bile geçmem artık bu hep mi denk gelir?
Arızalı Beko Ürünlerim,Beko ürünlerimi şikayet etmekten bıktım. Hepsi arızalandı. Çamaşır makinem kurutma makinem kombim TV bulaşık makinem mutfak robotum. İlgilenen çözüm bulan yok. Ne yapacağım ben? Arızalı ve çözüm bulunmayan ürünleri. A'dan z'ye Beko ürünlerim. Bir ekip gönderip ilgilenilmesini rica ediyorum ama arayan soran yok.
Beko Makine Temiz Yıkamıyor,Beko bk9101 çamaşır makinesini 15 yıldır kullanıyorum. Beyaz eşyayı aldığım firma deterjanı değiştirmemi söyledi. Deterjanları değiştirdim hatta sıvı deterjanda kullandım. Gene aynı problemi yaşıyorum. Lütfen bana böyle saçma sapan önerilerde bulunmayın. Beyaz çamaşırlarımda koltuk altı ter lekesi veya çay lekesini siyah pantolon ve tişörtlerinde de beyaz beyaz lekeler yol gibi lekeler oluyor. Çamaşır makinesinden çıkanları çamaşır suyuyla yıkamaktan gına geldi artık. Çalışan biri için çok zor bir durum. Yeter artık makinenin ivedilikle değiştirilmesini rica ediyorum.
Beko Servisin Kimler Çalışıyor?,Beko bayisinden ankastre set aldım. Kdz Ereğli bağlık servisinden kuruluma gelenler öncelikle davlumbaz sacını takmadan gittiler! Şikayet edip tekrar servis çağırdığımda kiracı sandıkları için takmamışlar gibi saçma açıklamada bulundular. İkinci olarak davlumbazı ocaktan 58cm yükseğe kurdular. Ürünün kılavuzunda güvenlik için 65 cm den az olmamalıdır yazıyor. Arayıp söylediğimde gelip değiştireceklerine benden izin kağıdı isteyecek kadar da rahatlar. Yangın riski var nasıl böyle bir şeye izin vereyim.Düşünün ankastre set alıyorsunuz sac baca takılmıyor. Davlumbaz yanlış yere takılıyor yeni yaptırdığım mutfak dolabım delik deşik oluyor. Bu nasıl servis hizmeti? Oldu olacak kapıya bırakın gidin ayıptır. Beko şikayet hattı şikayetlerime geri dönüş yapmıyor. Onlardan ürünü satana kadar ilgili ürünün arkasında durmuyor. Beko pişmanlıktır.
Beko Servisinde İcraat Yok!,Cola müşterisiyim. Cola dolabımız 10-08-2022 gününden beri dolap ® arızası olduğunu Beko'ya ilettim maalesef lakayıt bir müşteri hizmetleri ve yönlendirdikleri bir servis işten anlamaz ayın 10'undan bugüne kadar 3 defa geldi dolabı yapacağına sonunda dolap hiç çalışmaz oldu. 19-08-2022 cuma günü tekrar aradım dolabın hiç çalışmadığını bildirdim. Beko iletişim her zamanki gibi tamam fakat icraat yok şu anda bir restoran olarak bu kadar sıkıntı çekmek zorunda değiliz yetersiz servis hizmeti bu şikayetimi cola'ya ve tüm Beko yetkililerine bu konu hakkındaki şikayetlerimi bildireceğim.
Beko Çamaşır Makinesi Temiz Yıkamıyor,Yaklaşık 11 gün oldu Beko çamaşır makinesi aldım. Çok pişmanım. Bosch ® marka makinem vardı. 9 yıllık artık eskimeye başladı. Yenileyeyim diye Beko aldım. Klimasından vs memnun olduğum için ama beni hayal kırıklığına uğrattı.Çamaşırlarım asla yumuşatıcı kokmuyor ve temiz yıkanmıyor. Servis çağırdım gelen arkadaş bana bunun bir sorun olmadığını teknik sıkıntı yok su gelmiyor makine çalışmıyor ise bunlar arızadır yani bu önemsiz şeyler için çağırmayın demeye getirdi. Ama makinenin su almaması teknik sorun olabilir. Fakat görevi de temiz yıkamak ve kokması.Eski makinem bile Mis ® gibi kokuyordu. Hususi farklı 4 marka yumuşatıcı denedim sonuç 0. Resmen ıslak kıyafet gibi kokuyor devri düşürsem de kırışık ve temiz yıkanmıyor. Çok pişmanım boşuna almış oldum. Bir daha bu marka beyaz eşya almam
Beko Buzdolabı Benek Benek Noktalar Ve Değişiminin Yapılmaması,Yeni evlendim ürünleri kullanmaya başlamadan boyalarında siyah siyah benekler çıkmaya başladı (bulaşık makinesi ve buzdolabı). Bulaşık makinesinde parçanın hatasının ürün kaynaklı olduğunu belirtip parçayı değiştirdiler. Buzdolabına gelindiğinde hatanın kullanıcı kaynaklı olduğunu belirtip değişim yapılmayacağını belirttiler. Bulaşık makinesinin ucuz olduğu için mi değişimi yapılıyor yoksa buzdolabı pahalı olduğu için mi değişimi yapılmıyor. Beko pişmanlıktır.
Beko Klima Kompresör Arızası Hakkında.,Beko 7606 d 15000 BTU klima aldım klima arızalandı kompresör arızası dendi ücreti ödedik Beko otogar servisine yaptırttık uzun süredir ev boş duruyor kullanmadık şimdi ise klimayı kullanalım dedik klima çalışmıyor klima mühendis bilirkişisi getirttim baktığında motorun inanılmaz paslanma yaptığını tutan ayaklarının takılmadığını üst kapağının takılmadığını söyledi kompresör içeride olduğu için 10 senede olsa paslanma yapmaz dedi bilirkişi rami Beko servisi gelip baktı kompresör arızalanmış ayaklarının takılmadığı paslanma yaptığı kapağının olmadığını söyledi daha önceki servisin otogar Beko ne yaptığını bilmiyorum deyip 150 TL alıp gitti. Bu klima daha önce 3 kere alınıp servise gitti geldi en sonunda evde kimse yokken gelip çatıya takıp gitmişler arızalı olarak çıkma kompresör mü kullanıldı ne yapıldı bilmiyorum fabrikadan mühendisler gelsin kontrol etsin yazık günah çöpe para atmıyoruz mağduriyetimin en kısa sürede giderilmesini diliyorum.
Beko Buzdolabı 684580 Model Sorunu,Beko marka 684580 model buzdolabı 3 ay önce aldım meyve sebze üzerindeki camda su damlaması yapıyor. Hatay Antakya daki servis sorun gidermiyor hatta bu su normal diyor. Daha önce den 20 yıllık Beko buzdolabım vardı onda böyle bir durum yaşamamıştım. Sorunun giderilmesi ya da ürün değişimi istiyorum.
Beko Tamir Edilemeyen Su Sebili,Su sebilimin musluğundan su gelmiyor. Üç ay içinde iki kez servise götürüldü ve ikisinde de ayrı ücret ödedim. İlkinde musluk bozuk denilip musluğun değiştiği söylendi. İkincisinde de termostat bozuk denilip o değişti. Şu an soğuk su musluğundan yine su gelmiyor. Sorunu çözemiyorlarsa Su sebilimin komple değişimini talep ediyorum.
Beko Aspiratör Kapağı Düştü,Beko'dan almış olduğumuz aspiratörün kapağı ansızın yemek dolu olan ocağımızın üzerine düştü biz bu durumdan şikayetçiyiz. İlgili yerlere ulaşmasını istiyorum. Ben böyle bir saçmalık daha görmedim garantisi bittiği gibi bozulmuştu zaten asla memnun kalmadık.
Beko Parçası Üretilmiyormuş,Buzdolabının kapı rafı kırıldı yenisini tedarik etmek istedik parçası bulunamıyor efendim deyip kapatıyorlar yetkili servisi kaç defa aradım bizzat servisine gittim. Yine boş ürün elinizde olmayabilir sipariş verin diyorum maalesef üretilmiyormuş buzdolabım eski olsa anlarım 25 binlik bir ürün.
Beko 7071mb Derin Dondurucu Sorunu,15.08.2022'de Beko 7071MB derin dondurucu aldım. Evde olmadığım için babam kapıyı açtı servis kurmuş. Eve ® gelince dolabın fişini takip çalıştırdım fakat. Kapağında gözüm takıldı saydıkça nokta nokta birçok boyasız hata. Adamlar sıfır derin dondurucu parası alıp bize tesir. Ya da Ayıplı ürün yollamış. Mağdurum ve de servis için WhatsApp ®'tan mesaj attığımda 4 gün sonraya randevu verdiler para istediler. Bunlar yanıltma değil de nedir.
Beko Servis Oyununa Düşmeyin,Beko bayisinden Philips TV ® aldım. TV yi sinyal zayıf bahanesi uydurup kurmadılar. Televizyoncu çağırmamı sinyal güçlendirmemi söyledi. Ardından servisi çağırmamı çünkü benim kuramayacağımı söyledi. Tekrar gelince de 150 TL ücret alacağını söyledi. Ne televizyoncu çağırdım ne de servisi Youtube ®.com izlediğim çok kısa video ile kendim kurdum. Üstelik sinyalde %90 dı. Resmen oyun. Bahsettiğim servis. Kdz. Ereğli bağlık sevisi. Beko'dan şikayet oluşturdum. Beko şikayetime dönüş bile yapmadı. Her şey ürünü satana kadar. Beko pişmanlıktır.
Beko Cam Ocak Patlaması,Ankastre cam ocağımız patladı. Garantisi olduğu halde garanti kapsamında değil dediler. Çünkü biz parayı sokak da topluyoruz. Akşamdan akşama biraz yemek ısıtmakla daha iki yıl olmadan ocağın patlaması ürünün ne kadar kaliteli olgunu ve de firmanın ne kadar malının arkasında olduğunu gösteriyor. Hakkımı her türlü merciden arayacağım.
Beko Servisin Hizmet Yetersizliği!,Servis Beko'dan aldığım TV'nin uydu kanal ayarlarını yapmadan gitti böyle hizmet olmaz! Yeniden gelip kanal ayarlarını yapmaları gerekirdi servisin gelip bir an önce kanal ayarlarını yapmasını istiyoruz söylemeyle zorlamayla hizmet yapmaları çok saçma durum.
Beko Çamaşır Makinesi Sorunu,04.12.2021 tarihinde makinemiz bozuldu bir gün sonra doğumum olduğu için Beko'dan yeni makine aldık makineyi aldığımız ilk günden beri sanki yılların makinesiymiş gibi tak tak ses yapıyordu 4. Gün servis geldi baktı bir şeyler yaptı gitti tamam dendi. Ama sorun geçmedi kaç kere müşteri hizmetlerini aradık biz bilmiyoruz unuttuk kaç kere servis geldi değişim istememize rağmen bir şey yok deyip gittiler. Elimizde videolar göstermemize rağmen bağlı olduğumuz ilçede (İzmir/Dikili) servis o kadar ilgisiz ki. En son müşteri hizmetlerinden arandım makineniz sıfır yeni değişim yapılması gerek denmesine rağmen oralı olmadı. Makinemiz 8 ay oldu hala aynı sorunu fazlası ile yaşamaya devam ediyoruz. En son gövdesini yenilediler acaba ondan mı diye şüphelendiler ve şu an o yenilemeden sonra servise gidip geldi makine sıkma yapmıyor. 3 dakika kaldı diyor makinenin bitmesine bir anda 78 dakikalara atıyor ve saatlerce sürüyor bu durum.
Beko Bulaşık Makinesi Siyah Çıkmayan Lekeler,Daha yeni almış olduğum Beko bm3043 s model olan bulaşık makinesinde siyah siyah lekeler oluştu. Görüntü çok kötü gözüküyor ve başka sıkıntılar ortaya çıkarır diye üzülüyorum bu sorunun çözülmesini istiyorum. Durup dururken çıktı ve sadece nemli bezle temizliyorum. Gerekenin yapılmasını istiyorum.
Beko Davlumbaz Sıfır Ama Bozuk Çıktı,Beko davlumbaz adt 6374 ı si. Aldım. Ancak ürün kurulumu yapılıp kontrol edilirken ürünün arızalı olduğu anlaşıldı. Bunun üzerine servis sıfır ürüne kart arızası diyerek kart siparişi verdiler. Bir sonraki servis geldiği zaman kart değiştirildiğinde kart değişmesine rağmen davlumbazın arızası devam etti. Bu sefer de motor değişecek denildi. Biz de bunun üzerine çok moralimiz bozuldu. Daha yeni sıfır alınan ürün çalışmadan servis görüp duruyor. Çözüm aranıyor aranmasına ama sıfır ürün bozuk çıkması benim Beko'ya olan güvenimi yerle bir etti. Daha hiçbir ürün almak istemiyorum. Bu konuda sizlerin müşteri memnuniyeti açısından bir şeyler yapmanızı bekliyorum. İlk defa bir Beko ürünü almışken bu şekilde olmasını müşteri memnuniyeti açısından giderilmesini talep ediyorum.
Beko TV Kumandası Açma Kapatma Yapmıyor,Kumanda çalışıyor fakat kapatıp açma tuşu çalışmıyor. Yaklaşık 1 yıldır kullanıyorum hiçbir şikayetim yok fakat son 1 haftadır böyle kumandayı değiştirmeyi denedim fakat yine aynı sorun çözülmedi.Aynı sorun yaşıyorum.
Beko Klima Kurulum Sıkıntısı,Yıllarca Beko klima kullandım ve hep memnun kalmıştım. Evimi değiştirdim yine ve Beko klima aldım ve servisin yanlış montajı ile evimin odasını bırakın odam dahil soğumuyor ve sorduğum da düzelecek denilip belli bir süre sonunda düzelmedi. Beko bu klima sıkıntımız gidersin.
Beko Mavi Ekran Sorunu,Beko'dan 09.12.2018 yılında yeni evleneceğim için beyaz eşyasından tutun küçük ev aletine kadar her şeyi Beko marka almıştım ancak Beko 4K LED televizyonum 1 sene içerisinde ledi patlamış haberim yoktu çünkü LED patlaması kolay kolay anlaşılmıyor. Taa ki eve ® misafir gelip televizyon da mavi ® ekran sorunu var söylemesiyle servis çağırdım baksınlar diye gelen arkadaşta mavi ekran sorunu var deyip cihazı götürdüler tamirini yapıp getirdiler. Tamir yılı ocak 2021 idi. Aradan 15 sene geçti LED yine patlamış garantisi bittiği için servis 1300₺ gibi fahiş fiyat istiyor ve bu kadar kısa sürede LED'in 2. Kez patlaması bende Beko markasına güvensizlik oluşturdu. Yaptırsam seneye aynı sorunun yapmayacağı ne malum. 2. Kez patlamış olan cihaza nasıl güvenipte yaptırayım. Beko gibi markayı evime sokmam artık ne bozulursa bozulsun evimde olan Beko markayı çöpe atıp başka marka alacağım.
Beko Ürün Servis Umursamazlığı!,2 yıl önce aldığım Beko marka set üstü ocağımda aldığımdan beri çakmak kısmında sorun yaşadım. 3 kere gelen servis bu durumun normal olduğunu söyledi ve 2 gün önce tekrar geldiler ve aynı sorunla ilgili bir parça değişmesi gerektiğini söylediler ve maalesef garantimiz bittiği için para talep edildi. Peki bundan önce aynı şikayetle geldiklerinde neden bu parça değişimi sağlanmadı ve inatla bu hatanın normal olduğunu söylediler ve maalesef ki bu markadan ne aldıysam hep sorun yaşadım.
Beko Aşırı Sesli Çalışma ve Ürün Bozukluğu,Beko buzdolabı aldığımdan beri sorunlu çok ama çok sesli çalıyor bütün ürünleri eritmesi mi dersiniz uyuyamamak mı dersiniz hepsini yaşarsınız. Çamaşır makinesi deseniz aşırı sesli ama buzdolabı sesi onu bile bazen bastırıyor o kadar kötü ürünler.
Beko Mavi Ekran Gözümüzü Bozacak!,2019 yılında 129 ekran Beko Smart LED TV satın aldım çoktan beri ekranda bir mavi ekran oluştu internetten araştırdım LED'lerde sıkıntı olduğunu söylüyorlar ve kumanda kullanımında TV algılıyor ışık yanıp sönüyor ama kanal değişmiyor bunu her zaman yapmasa da ara ara tekrarlıyor. Garantisi dolduğu için firma servis ücreti talep etmekte mağduriyetimin giderilmesini istiyorum lütfen!
Beko Buzdolabı Buzluk Kapağı Kırıldı!,Beko (B9530 Nmxk ) model buzdolabının buzluk çekmecesinin alt ve üst kapakları kırıldı düzgün kullandığım halde. Bir şekilde bantlayıp kullanmaya çalışıyorum fakat sürekli sorun oluyor ve garanti kapsamında değil. Bu konuyla alakalı yardımcı olunmasını talep ediyorum.
Beko Buzdolabı Teknik Servis Problemi,Bugün buzdolabım arıza verdi servis geldi benden 350 TL bir priz için ödeme istediler madem böyle bir sorun oluyordu ilk gelen servis niye söylemedi. Bu priz olmazsa garanti kapsamında olmayacağını söyledi böyle bir saçmalık olamaz ilk defa böyle bir şey duydum yıllardır Beko kullanırım ne aldığım mağaza ne de ilk gelen servis böyle bir şey söylemedi 250 TL lik priz 350 TL bu aradaki fark ne bir de sizden almadım diye serviste gelen eleman beni tersledi bu ne terbiyesizlik.
Beko Smart Tv'de Neden Netflix Yok,Beko Smart TV de neden Netflix ® uygulaması olmaz neredeyse her marka TV'lerde var Beko gibi bir markada yok ayrıca yüklemeye de çalışıyoruz o da olmuyor saçma sapan bir sürü uygulama varken Netflix olmaması büyük bir sorun. Bu sorunun bir an önce çözülmesi lazım.
Beko USB Hatası,Gerçekten tek sorun USB okumaması ve daima biçimlendirme istemesi bu durum gerçekten hiç hoş değil Beko TV'yi aldığıma çok pişman oldum. Hangi USB takarsam takayım PC de sıkıntısız çalışan USB televizyonda çalışmıyor böyle saçmalık olmaz.
Beko Buzdolabı 5 Yılı Dolunca Çöp Oluyor,Buzdolabım 5 yıl olmuş alalı bozuldu çöpe at diyorlar bu kadar kolay mı bir buzdolabı parası kazanmak daha önce aynısını Arçelik ®'te yaşadım bu da Beko evimdeki bütün beyaz eşyalar Beko.
Beko Pos Yazarkasa Devir Ücreti Fahiş Ücret Talebi!,İkinci el olarak 600 TL'ye anlaşıp satın almak istediğim Pos yazarkasa devir ücreti 720 TL talep eden Beko markasını ve yetkili servislerini şiddetle kınayarak yazıklar olsun diyorum.
Beko Çamaşır Makinesinin Altının Pas Olması!,Beko çamaşır makinesi aldım. Ürün bir buçuk ay sonra ürünün kapağından ve deterjan gözünden birkaç kere su akıtmaya başladı. Servis çağırdığımda bana verilen cevap deterjanı çok koymuşsun demesi oldu aslında bir kapaktan fazla deterjan koymuyorum. Ürünün değişimini istiyorum.
Beko Makinem Yerinden Fırlıyor,4 yıl önce Beko'dan çamaşır makinesi aldık aldığımız günden beri bozuk makine gürültü yapıyor yerinden fırlıyor bozuk makine veriyorlar üzerine servisi her çağırdığımızda bir bahane uydurup gidiyorlar videoya çekin dediler videoyuda çektik ama bakmadılar bile böyle bir muamele görüyoruz bir daha asla Beko'dan bir şey almayacağım.
Beko Su Sebili Yedek Parça Temin Problemi,Sadece bir tuşu arızalı olan su sebilimiz için komple set değişmesi lazım dediler boruların değişmesi lazım dediler öyle dediler böyle dediler 50-100 TL lik işi 750₺ ye getirdiler. Ama işin ilginci 09.08.2022 tarihinden bir yana bir türlü parça tamını yapılamadı. Her gün arıyorlar parça siparişi verdik bekliyoruz diyorlar her gün her gün. Artık telefon çalınca açıyorum parça bekliyoruz değil mi diyorum evet diyorlar telefonu kapatıyorum. Arçelik ® Beko müşteri hizmetlerine de durumu bildirim ama onlardan da bir sonuç alamadım. Şikayet etmeden bir şey çözülemeyeceğini maalesef bir kez daha anladım.
Beko Televizyon Led Arızası,Beko TV mizin ledi yandığı için servise başvurduk bizden 1000 TL ücret alınarak yapıldı ve 1ay sonra yine aynı sorun ve ondan 1ay sonra yine aynı sorun oldu ve bu yazdığım şu an bu sorun gene oluştu ve bu 4. Beko bizden eğer TV yi yaptırırsak belli bir miktar para isteyeceklerini söylediler. Bu LED konusunda mağduruz. En azından belli bir miktar ödemeyle bizden bu TV yi alıp yenisi ile değiştirilsin.
Beko Çaycı Makinesinin Kırılması,Beko çaycının üstü kısmı kendi kendine kaynarken çatladı. Sesi duyunca ne oluyor diye elime alırken tamamen kırıldı. Garantiye girmesi gerek ama kırık ürünleri kullanıcı hatası olarak görüyorlar. Ama kaynarken çatlaması elime aldığımda tamamen kırılması kullanıcı hatasıyla alakası yok.
Beko Klima Sorunu,"Hamileydim sıcaklardan buhran geçirmek üzereydim. Çalışmıyordu klima aradım servisi enteresandır ki 1 ay kalmıştı garantisinin dolmasına. Geldiler bir iki kurcaladılar gittiler. Yarım ağız bir iki bir şey gevelediler olmadı yapamadılar. Bir daha çağırdım bu sefer gelen bir minik aparat sattı üstelik. Adım onu da yine ertesi gün tırt çalışmıyor. Bu şekilde gel-git seremonisi 3-4 sefer sürdü. Son gelen çırakla geldi çok iyi hatırlıyorum balkonda aradılar birini anladığım kadarıyla taşırken zarar vermişler boruya mı ne öyle bir şey. Söyledim böyle böyle dediniz dedim inkar etti yok başka şeyden bahsettim dedi. İnsan insanı ısırmaz neticede... O da kurcaladı gitti. Garanti süresi doldu bir şekilde sonuç elde var sıfır.Kışın doğum yaptım üşüyorum ısınamadım. Yaz oldu tekrar kızım ateşler içinde enfeksiyon yaşıyor oda sıcaklığı 27 derece ve ne ateşini düşürebiliyorum ne odanın ısısını. Neden? Sorarım size çalışır olan klimam neden dükkandan eve ® taşınırken çalışmaz oldu? Bu kimin hatası? Neden servisten para kazanmak için atılan bu taklalar? Ben helal eder miyim? Etmem! Kaç bin tl lik klima var evde ve kızım cayır cayır yanıyor.
Sayın Beko yapılanması o işler Fenerbahçe'ye deli paralar yedirip formaya ismini kazımakla olmuyor! Tuttuğumuz takım bana sayenizde utanç veriyor. Yazıklar olsun..."
Beko Derin Dondurucu Kapak Arızası ve Yanlardan Şişme Yaptı,Beko marka derin dondurucu aldım. Derin dondurucu fişe takınca kapağında arıza oluştu .derin dondurucu yanlardan şişme yaptı ve servis ilgilenmiyor. Bilindik firma diye Beko'da aldık fakat problem yaşadık servis ilgilenmiyor. Ordu Beko servisi müşterileri dikkate almıyor.
Bir Aylık Beko Buzdolabı Soğutmuyor Yenisini İstedim Değiştirmiyorlar,14 Temmuz 2022 de aldığım Beko 7281620294 674581 el model buzdolabı yeni almış olmama rağmen soğutmuyor içindeki yemekler bozuluyor. Gecen hafta cenazemiz vardı dolaba koyduğumuz tüm lahmacun ve ayranlar maalesef 1 gün içinde dolapta olmasına rağmen bozuldu servis geldiğinde de gördüler en son 3 kez gelmelerinde içine ölçüm cihazı koydular veası gerekir buzdolabının yen 8 ile 4 derece soğutmakta dediler halbuki buzdolabının ayarı 18-2 yani 2 dereceye soğumilenmesini istediğimde Hakem Heyeti'ne başvurmamı söylediler.Yani Hakem Heyeti'ne başvurmadan biz çözemeyiz demek istediler bende pazartesi hemen Hakem Heyeti'ne başvuracağım zaten alınalı daha yeni bir ayı dolduran ürünün değişimi haktır. İlerleyen günlerde Beko çamaşır ve de bulaşık makinesi de alacaktım ama sanırım almayacağım çünkü malına sahiplenmiyor zannedersem buradan yetkililere sesleniyorum Hakem Heyeti'ne başvurmadan ürünün yenilenmesini bekliyorum.
Beko Markalı Bfc 630 Fırın Sorunu,Bir buçuk aylık yeni aldığım ürünün altı pişirmediği halde size her defasında görürse alacağız yardımcı olacağız diye oyalıyorlar ki değiştirme zamanım geçsin. Dalga geçer gibi servis gönderiyorlar servis bakıyor bir cihaz takıyor gidiyor bir şey yok deyip ben yalan mı söylüyorum. Yeni aldığım ürünü niye değiştirmek isteyebilirim. Ürünüm de Beko bfc 630 g. Beko eski Beko değil. Bu işin peşini bırakmayacağım gerekirse mahkemeye kadar gideceğim insanlar parayı kolay kolay kazanmıyor. Benim eşim bir tekstil atölyesinde çalışan bir işçi ve hala iki taksitini ödediğim ürünün sorun yaşadığım halde kimse ilgilenmiyor yazıklar olsun.
Beko Servis Hala Kurmaya Gelmedi,Beko servisi 4 gündür çamaşır makinesini kurmaya gelmiyor. Annem hasta ve hastaneye bile gidemiyor. Her gün randevu verip gelmiyorlar. Beko gibi köklü bir markaya yakışmıyor. Yarına kadar gelmezse ürünü geri yollayacağız. Bir daha Beko bayine uğramayacağız onu anladım.
Beko Servisin İhmalkarlığı Ve Sorumsuzluğu,Beko kurutma makinesini genel temizlik için servisine gönderdim temizlenip geldinde sağ kısmı ve on kapağı vuruk geldi servis değiştirmek için tekrar geldiler yan kısmını değiştirdiler ön kapağı takamadılar atölyeye almamız gerekiyor dediler atölyeye alındı tekrardan geri geldiğinde ne kapak yapılmış bu seferde sol tarafını vuruk bir şekilde geldi. Şimdi tekrardan aldılar böyle bir sorumsuzluk böyle bir iş ahlakı yok. Hiç ama hiç memnun kalmadım makinem sadece genel temizliği için gitti onun sonrasında makinemin başına gelmeyen kalmadı.
