title,content
Arçelik TV Wi-fi 'Kablosuz İletişim Noktası Bulunamadı' Hatası,Arçelik televizyonda wi-fi yoluyla internete bağlanamıyorum. Kablosuz erişim noktası bulunamadı hatası veriyor. Halbuki modem hemen yanında üstelik wi-fi ayarları da yapıldı. Hâlâ modemi görmüyor televizyon. Günlerdir uğraşıyorum. İlgilenirseniz sevinirim.
Arçelik Beyaz Eşya Garanti Süresinin Uzatılması,Arçelik beyaz eşya ürünlerimin (toplamda 4 parça ürünün) garanti sürelerine ilave 4 yıl eklemek için 5 Ekim 2022'de yetkili bayilerine gittim. 4 ürünün tamamının garanti süreleri 4 yıl uzatılacak şekilde ödemeyi yaptım ancak 3 ürünün garanti süresi 4 yıl uzatılırken 1 ürün sehven 2 yıl uzatılmıştı. Durumun düzeltilmesi için bayiye gittiğimde üst yazı yazmış olduklarını ancak bir üst kurumdan bir dönüşlerinin olmadığını belirttiler.Bu durum en az 5 defa gerçekleşti. Hepsinde de ellerinden başka bir şey gelmediğini belirttiler. Arçelik müşteri hizmetlerini 3 defa aradım ilkinde bana dönüş yapıldı. Ancak ben o sıra müsait olmadığım için o sırada dönemedim. Tekrar müşteri hizmetleri ile iletişime geçtiğimde bana döneceklerini belirtmelerine rağmen hiçbir dönüş olmadı. Ödemeyi kredi kartından yaptığım için hesap hareketlerinde ödemenin miktarı duruyor. Tarafıma gelen faturalar duruyor. Yetkili bayinin yazışmaları da duruyor.
Arçelik Ürün Ve Servis Sorunu,Arçelik'ten bulaşık makinesi aldım aldığım günden beri yıkamasında sorun vardı defalarca servis çağırdım şikayette bulundum ama çözümünü bulamadılar Arçelik bulaşık makinesinden memnun kalmadığımı defalarca belirttim sürekli servis gelmesine rağmen makine daki arıza bulunamadı bulaşıklarda artıklar kalıyor ve temiz yıkanıyor aldığım günden beri hep aynı sorunu yaşadım artık ya ürününün arızasının giderilmesini ya da değişimini istiyorum aksi takdirde bir daha Arçelik'ten hiçbir şekilde alışveriş yapmayacağım.
Arçelik Tüketici Hakem Heyeti Kararını Kale Almıyor,Haziranda aldığım 6144 i kodlu Arçelik bulaşık makinesi program bitirmesi gerekirken bitmeden kendini 40.dakikaya tekrar alması sonucu servis çağırdık ve kanıtımız olduğu halde bize yalan söylediğimiz muamelesi yapıldı ve kale ® alınmadık ve servis tarafından hakarete uğradık bizde daha fazla bu tüketici istismarına uğramamak için devlete (Tüketici Hakem Heyeti'ne) başvurduk ve bu ay sonucumuz elimize ulaştı ve haklı olduğumuz belirtildi Arçelik’i aradık ve 7 8 kere kayır oluşturduk WhatsApp ® hattına kağıtları gönderdik bizi kale alıp da hiçbir şekilde aranmadık bu hak mağduriyetidir bir kez daha aranmaz isek hakkımızı en yüksek mecraya yani icraya taşıyacağız bilginize.
Sararan Arçelik Televizyonları,Televizyonumuzun çerçevesi farklı bir renge büründü. Televizyon demeye bin şahit beyaz olarak aldığım televizyon şu an sarardı. Arçelik'ten çerçeve talep ediyorum çerçeve de üretilmiyormuş şimdi mağduriyetin nasıl giderilecek onu bilmiyorum alacağınız televizyonlarda Arçelik’i seçerken 2 kere değil bin kere düşününüz. Arçelik televizyonumun yenisiyle değiştirilmesini talep ediyorum eşim bana neden Arçelik aldın diye söyleniyor sürekli yazık.
Arçelik Serviste Yapılan İşlem Sonrası Tarafıma Ayıplı Mal Teslim Edilmesi,Arçelik buz dolabım yaklaşık 4 aydır sebzelik bölümü de donduruyor. Defalarca kayıt açtım sorun giderilmedi. En son açtığım kayıtta dolabı atölyeye almamız gerekiyor orada testler yapıp tamiratı yapıp size teslim edeceğiz dediler. Kabul ettik geldi dolabı aldılar. Yaklaşık 10 gün kaldı tamir edilip sensör değiştiklerini söyleyerek tarafıma teslim edildi fakat ürünü teslim aldığımda ürünün arka tarafının kesilip kesiği kapatmak içinde aynı renk folyo bantla kapatıldığını fark ettim. Ürünün ayıplı olduğunu böyle kabul etmeyeceği mi söylediğimde ise hiçbir çözüm yolu aramadan yapılan işlemin doğru olduğunu kabul etmiyorsanız Tüketici Hakem Heyeti ®'ne başvurabileceğimi söylediler. Ürünü aldığıma pişman oldum. Dolap ® öylece elimizde kaldı ben bu hataya düştüm. Öylece ortada kaldık.
Arçelik Tsz 6083 Model Elektrik Süpürge Sorunu,29.04.2022 tarihinde Arçelik'ten tsz6083 toz torbasız elektrik süpürgesi aldım 11. Ayda elektrik süpürgesi hiçbir şekilde çekmemeye başladı bunun için servis çağırdım süpürgeyi götürdüler aynı gün süpürgenin bir sorunu olmadığını belirtip geri getirdiler ertesi gün tekrar denedim ve süpürge yine çekmiyordu tekrar servis çağırdım gelen kişi bu sefer süpürgeyi çalıştırıp elini tutup bakın süpürge çekiyor diye dalga geçer gibi bırakıp gitti. Israrla tekrar aradım süpürgeyi servis yine götürdü yine hiçbir sorunu olmadığını bu modelin çekim gücünün bu kadar olduğunu söylediler. Halbuki süpürgeyi ilk aldığım gün ki çekim gücünün olmadığını biliyordum ve ısrarlı bir şekilde servisi yine aradım artık 4. Gidişinde bana süpürge in filtresinin değişmesi gerektiğini söylediler bunun için benden 400 lira gibi bir para talep ettiler garanti kapsamına giriyormuş. Bende bunu kabul etmedim alalı daha 6 ay olmayan bir süpürgenin filtre değişmesini kabul etmedim ürünü ya değiştirin ya da iade alın henüz taksitini ödemeye devam ediyorum bu modellerin her 6 ayda bir filtresinin değişmesi gerektiği bahanesi uyduruldu Arçelik bu konuda hiçbir şekilde bana yardımcı olmadı resmen insanları yanıltıyor bu konuda Tüketici Hakem Heyeti ®'ne de başvuracağım ve Arçelik'ten bir daha asla ürün tercih etmeyeceğim.
Arçelik SD 3061 Şarjlı Süpürge Sıkıntısı,Arçelik SD 3061 süpürgemin başlığının önce bir tekerliği kırıldı yapıştırdım sonra diğeri kırıldı. Süpürge daha 4 aylık ve kesinlikle hor kullanılmadı zaten tekerlekler arkada kalıyor. Çarpma ihtimali yok. İnternette ve bu sitede arattığımda başkalarının başına da geldiğini gördüm. Aradım resim istediler kullanıcı hatası olduğunu söylediler. Ücretli değişim olur dediler. Arçelik markasına kesinlikle yakışmıyor. Bir daha kesinlikle Arçelik markasını tercih etmeyeceğim kimseye önermeyeceğim. Mağduriyetimi hiçbir şekilde gidermiyorlar.
Arçelik Bulaşık Makinesi Sürekli Arıza Veriyor,04.04.2017'de Arçelik 6488ı bulaşık makinesi aldım. Gelen makineyi servis kuruluma getirdi. Açıp baktığımızda makineye araba çarpmış gibi ezikti. Neyse servis makineyi değiştirdi. Yeni makine 06.04.2017'de geldi ve kurulum yapıldı. Fakat bu makine o tarihten beri 10 dan fazla arıza verdi. Arıza çok olduğu için garantisini mecburen uzattım. 5 yıllık makinenin her yıl en az 2 3 defa arızası olması normal mi? Servisten gelenler bu şekildeki bir makinenin değişmesi gerekir dediler. Fakat müşteri hizmetlerini arayıp makineyi değiştirmek istediğimde olumsuz cevap aldım. Makinem en son 27.12.2022 tarihinde tekrar arızalandı. Gelen servis elemanı makinenin değişimi için servisle görüşmesine rağmen değişim için yine olumsuz cevap geldi. Şimdi servis makineyi atölyeye alıp tamir edeceğini söylüyor. Ben de bu durumu Tüketici Mahkemesi'ne taşıyacağım ve makinenin değişmesini talep edeceğim. Bir daha asla Arçelik bir ürün almayacağım.
Arçelik Servisi Sorun Çözemiyorulaşılmıyor,Hem buzdolabım hem de çamaşır makinemde arıza oldu tam 6 defa servis geldi parçaları değiştirdiler ancak sonuç sıfır. Birinin garantisi vardı ödeme yapmadım ancak diğerine ödeme yaptım parça taktılar diye. Şimdi hala şikayetlerim devam ediyor ve beni anket için arıyorlar. Şikayet departmanına ulaşamıyorsunuz onların sizi araması lazım ve 1 haftadır beni aramaları için not bırakıyorum ses yok. Tüketici Mahkemesinde görüşeceğiz anlaşılan onlarla.
Arçelik 9485FI Bulaşık Makinesi Sepeti Paslanma Sorunu,2014 yılında almış olduğum Arçelik 9485FI bulaşık makinesinin alt sepetinde yaşamış olduğum paslanma sorunu sebebiyle 2019 yılında alt sepetini ücretini ödeyerek değiştirdim ancak aynı sorunu tekrar yaşadım öyle ki herhangi bir materyalin temas etmediği yerleri bile boyası sökülüp pas oldu müşteri hizmetleriyle yaptığım görüşmede garanti olmadığı ve paslandığı sürece değiştirmem gerektiği söylendi. Aynı markanın farklı modelini yaklaşık 20 yıldır kullanan aile üyelerimde böyle bir sorun olmamasına rağmen benim 3 senede bir sepetleri değiştirmem gerekmesi kalite farklılığını ortaya koymaktadır ayrıca kullandığım ürüne ilişkin aynı şikayet farklı platformlarda çok sayıda bulunmaktadır bu da ürüne ilişkin hata olduğunu açıkça göstermekte Arçelik'in bu konuda ürettiği ürünün arkasında olmayıp müşteri memnuniyetini önemsememesi ise gerçekten çok üzücü soruna ilişkin çözümün ivedilikle yerine getirilmesini talep ediyorum.
Arçelik Sıfır Aldığım Ürünleri Çatlak ve Kırık Gönderdi,Arçelik - Açarlar bayisinden beyaz eşya seti satın aldım. Buzdolabı çamaşır makinesi bulaşık makinesi fırın Ocak davlumbaz mikrodalga. Tüm seti Arçelik'ten aldım. 17 Aralık'ta ürünler kuruldu garanti başladı. Mikrodalga camında çatlak çıktı. Davlumbaz camının köşesinde kırık var. Görülmemesi imkansız. Teknik servis kurarken bunları göre göre kurmuş. Kurulduktan sonra fark edip bayiyi aradım Farklı bir servis geldi ve rapor tuttu ®. Değişimlerim onaylandı. Ama ürünlerim hala elime ulaşmadı. Ben 3 haftadır aldığım ürünleri sizin yüzünüzden kullanamıyorum. Yetkili servisinizin sorumsuzluğu yüzünden kullanamıyorum. Yok yıl sonuymuş bu sebeple gecikme varmış. Bu beni değil sizi ilgilendirir. O zaman son ay kapatın dükkanları ürün satmayın. Zararımı tazmin etmenizi bekliyorum. Değişim onayı sonrası 3 hafta oldu hala ortada ürün yok. Sıfır ürün mü aldık sporcudan mı aldık belli değil.
Arçelik Çaycı Makinesi Arızası,"Şikayetim Hatay Dörtyol Arçelik servisi 2 oldu Arçelik ürün kodu; z k3293 çaycı çay makinesi çalışıyor kaynıyor ama durmuyor. Atmıyor. Devamlı kaynıyor. Servise dedim halde makine sağlam dedi. 26.12.2022 ürün gitti
28.12.2022 de servis aradı sağlam dedi aldık ama yine bozuk servisten şikayetçiyim."
Arçelik Kırık Montaj Yüzünden Televizyonum Gitti,23 Aralık günü akşam televizyonum düştü garanti belgesi elimizde ve hala süresi var. Montaj hatalı olduğu için televizyon düştü montaj sırasında taktığı alet kırıkmış ve biz bunu bilmiyorduk. Servis yüzünden televizyon düştü kenarı ve ekran cami hasar gördü servis geldi baktı size haber vereceğiz dedi ama geri dönmediler ve ayrıca hem para istiyorlar yapmak için ama garantisi belgesi olduğu halde yapmayı kabul etmiyorlar şikayetçiyim bu Arçelik'ten bu konu hakkında ilgilenmenizi rica ediyorum bir an önce cevap bekliyorum.
Arçelik Kurutmalı Çamaşır Makinesi,Arçelik'ten aldığım kurutmalı çamaşır makinesi bizi aldığımıza çok pişman etti. Kurutma kısmına aldığımızda fazla ısıdan dolayı olsa gerek lastik kokusu kaplıyor bulunduğu yeri ve makine bittiğinde kapağı açıyoruz ve lastik bariyer hava ve yün içerisinde oluyor. Ancak orayı temizledikten sonra çamaşırları alabiliyoruz kolay silinmiyor çünkü yünler lastiğe yapışmış vaziyette oluyor.
Arçelik Yetkili Servis Randevu Saatlerine Uymuyor,Arçelik klima bakımı için servisten saat 14:00-16:00 arasına randevu aldım. 15:15'e kadar ses çıkmayınca tekrar arayıp sorguladım. 20-25 dakika içinde servisin geleceğini bildirdiler fakat saat tam 16:00'da randevumun 16:00-18:00 arasına ötelendiğini bildirir mesaj aldım. Arayan yok bilgi veren yok. 2 saat evde bekletip mesaj ile randevu değiştiriyorlar. İnsanların zamanlarını almaktan başka bir şey değil. Yazık.
Yaşanan Arçelik Pişmanlığı,Satın almış olduğum Arçelik 2171 jeb derin dondurucu için kapak yönü değişikliği yapılmasını talep ettim yetkili servis montaja geldiğinde ekstra parça siparişi vermek gerektiğini söylediler ve kurulumu bırakıp gittiler aynı gün içerisinde tekrar aranıp parçanın geldiğini ve montaj için geleceklerini söylediler. Tabi bu kısımda ayrıca sabah 08.00-17.00 saatleri arasında çalışabildiklerini belirttiler. 28.12.2022 tarihinde kurulama geldiklerinde parçanın yanlış geldiğini ve tekrar sipariş vereceklerini söylediler. Tamamıyla keyfi bir çalışma müşteri memnuniyeti 0. Sonuçta bizde çalışıyoruz izin alıyoruz bizi de zor durumda bırakıyorsunuz. Ayrıca kapı kollarını sökerken fotoğraftaki parçalarınıda kırmışlar böylece bırakıp gittiler. Bir an önce yapılan hataların giderilmesini istiyorum.
Arçelik Kullanışsız Ürün Ve Servis Kalitesizliği,Arçelik Bakırköy Osmaniye mağazanızdan aldığımız ütü daha 1 2 aylıkken buhar üfleme tırnağı takılı kalmış bu sebeple Bakırköy Arçelik yetkili servisine bıraktık fakat 15 gündür bu insanlar ütüsüz nasıl yapacak ütüsüz ihtiyaçlarını nasıl giderecekler demeksizin her gün fabrikadan parça bekleniyor diye bizi arıyorlarArçelik oldukça kalitesiz bir firmadır!
Arçelik Beyaz Eşya Ve Teknik Servis Destek Sorunları,2021 aralık ayında buzdolabı - çamaşır makinesi - bulaşık makinesi - fırın -ocak olarak Arçelik mağazasından ürün aldım. Mart nisan ayında evime teslim aldım. Kurulumdan sonra buzdolabı için 3 kez fırın için 2 kez bulaşık makinesi için 2 kez çamaşır makinesi içinde 2 kez servis desteği istedim. Buzdolabı sorunum ne yaptılarsa çözülmedi en son 28.12.2022 tarihinde muadil buzdolabı gelecek evinizdeki fabrikaya gidecek dediler. Bugün gelen servis muadil buzdolabı olmadığını ve 1 hafta elimdeki buz dolabını alıp test edeceklerini söylediler. Buzdolabı soğutmuyor buzdolabımdaki çoğu şey çürüdü. Konu ile ilgili Yenidoğan Sancaktepe bölgesindeki teknik servis telefonda hiçbir şekilde yardımcı olmadılar. Aldığım her şey bozuk çıktı yarım yamalak oldu her şey. Gidip ikinci el ürün alsaydım daha karlıydım. Konu ile ilgili sorunlarım çözülmediği için Tüketici Hak'larına başvuru yapacağım bugün.
Arçelik Buzdolabı Gaz Kaçağı Ve Gövde Şişmesi,2016 yılında Arçelik satış mağazasından ( Berkay Ticaret Atakent Karşıyaka İzmir ) satın almış olunan Arçelik 8844 gardırop ® tipi buzdolabımız 2021 sonu ve 2022 yılı içinde 3 kez arızalanmıştır. Bunun neticesinde servis oluşturulmuş ve 2 kere kompresör değişmiştir. 3. Servis sonucunda buzdolabı atölyelerine çekilip test yapılmış ve tarafımıza gövdede gaz kaçağı sebebiyle gövde şişmesi olduğu söylenmiştir.Bu aşamadan sonra buzdolabının tamirinin mümkün olmadığı tarafımıza iletilmiş ve Arçelik müşteri hizmetlerinin bizimle iletişime geçeceği iletilmiştir.Arçelik müşteri hizmetleri WhatsApp ® üzerinden tarafımızla iletişime geçmiş ve bize gövde garantisi olduğunu söylemiş ( 10 yıl geçmediği için ) fakat yine Arçelik' den muadil ürünlerden birini satın almamız gerektiği iletilmiştir. Bu işlem için bize yaklaşık %40 bir iskonto yapacakları belirtilmiştir. 10 yılı dolmamış bir ürünü tamir edemeyip yapılan sözüm ona indirim sonucuyla piyasa araştırması ile aynı fiyata Bosch ® ve Siemens marka buzdolapları olduğu görülmektedir.Bu durum Arçelik ile paylaşılmış ama başka bir seçeneklerinin olmadığı söylenmiştir.Tüketici kanuna göre ise durumun böyle olmadığı bilinmektedir. Tüketici Hakem Heyeti ®'ne şikayet girişi yapılmıştır.
Arçelik'ten Memnun Değilim,Arçelik TV şikayetim aldığım günden beri arızalı olan bozuk bir TV getirdiler. Kaç kere tamir için gelindi 2 ay oldu alalı hiç kullanmadım değişim istediğim halde aksaklık giderildi diye laubali bir tavırla değişmeyecek denildi dün geldiler takip gittiler arkadan yine çalışmıyor! Bu nasıl bir ilgisiz firma dünyanın parasını alıp bunu bize nasıl yapıyorlar servisleri ilgisiz umursamaz hemen değişim ya da para iadesi istiyorum.
Arçelik Mala Zarar Ve Nezaketsiz Üslup!,Ben Bingöl Solhan ilçesinde ikamet etmekteyim. Arçelik marka çamaşır makinemin elbiseleri temiz yıkamamasından dolayı servise başvuru yaptım parça değişimine geldiler parça değiştirirken su musluğu kırıp evimin su basmasına neden oldular ve gereken hasarı karşılanmasını talep ettiğimde yalana başvurdular. Verilen hizmetten memnun olmayıp şahısların kaba davranışlarından şikayetçiyim. Bu tür insanlara bayilik verilmemeli.
Arçelik Çamaşır Makinesinde Kazan Değişim Ücreti,Arçelik 8103 ycm model çamaşır makinesini 6 ya da 7 yıldır kullanıyorum. Kazandan ses gelmeye başladı. Servis çağırdım. Vidaları ın değişmesi gerektiğini düşündüm. Gelen servis kazanı komple değiştireceklerini ve bedelinin 4500 TL olduğunu söylediler. Tüm beyaz eşyam Arçelik olmasına rağmen bundan sonra farklı markalara yöneleceğim. Anlıyorum ama ürünlerin ömrünü kısaltacağız diye bu kadarda kalitesiz yapılmaz. Zaten o kadar para ödeyip aldığımız ürünlerin ömrümde bu kadar olmamalı.
Arçelik 9928 Model Buhar Kazanlı Ütü Bozuk Çıktı ve Değişimi Yapılmıyor,Arçelik 9928 model buhar kazanlı ütü çeyizim için 5.12.2021 tarihinde aldım. 12 Kasım 2022 evlilik tarihinden sonra ilk kullanımda bozuk çıktı. Yani bana bozuk ütü satılmış. Servisi aradık gelip aldılar ütünün ana kartı çalışmıyor diye bilgi verip tamir ettiler geri getirdiler. Geri gelen ütü eskisinden daha bozuk halde tarafıma ıslak bir şekilde teslim edildi. Bunun üzerine çağrı merkezini arayıp durumu anlattım. Aradıktan sonra her gün başka bir müşteri temsilcisi tarafından aynı konu için defalarca arandım aynı konuyu tekrar tekrar anlattım ve en sonunda bir tane bayan bana ütüyü aldıracağını ve direk değişime gideceğini söyledi.Çeyizlik ürünlerde garanti düğün tarihinden itibaren başlar şeklinde bilgi verdi hatta gelen eleman sizin evlilik cüzdanınızı teyit etmek isteyebilir dendi. Ertesi gün belirtilen saatte ütüm gelip alındı ama herhangi bir teyit işlemi yapılmadı. Bunun üzerine bugün tekrar arandım bana servisten bir bayan ütü tamir olacak parçaları değişmesi gerekiyor değişecek parçalar elimizde yok yılbaşından sonra gelecek değişim olmuyor ütüyü alalı 1 sene olmuş şeklinde bir dönüt verdi. Bana bozuk satılan ve tamire gidip daha da bozularak gelen ürünün parçaları değişip bana geri getirilecek?Arçelik çeyizlik ürünlerde garanti süresi düğün tarihinden itibaren başlar diye bir uygulaması varsa bizim ürünümüzü neden satın alındığı tarihten itibaren sayıyor. Ben Arçelik tarafından bozuk üretilen bir ütünün tamirli halini kullanmak zorunda bırakılıyorum.Ayrıca müşteri hizmetlerine de defalarca belirttiğim gibi eşim üniforma giymek zorunda olduğu bir işte çalışıyor ve benim belirli aralıklarla ütü yapmam gerekiyor. Şehir değişikliği nedeniyle destek isteyebileceğim kimse yok ve ben evlendiğim tarihten beri kuru temizlemeye ütü yaptırıyorum. Günümüz şartlarında bunun maddi götürüsünü düşünürsek daha uygun olduğu ve markaya güvendiğim için tercih ettiğim Arçelik ütüyü aldığıma bir kez daha pişman oluyorum.Şunu da belirtmek isterim ki sadece servis hızı ve hizmetleri konusunda ün yapmış Arçelik markası beni maddi manevi mağduriyete uğrattı. Konuyla ilgili gereğinin yapılmasını arz ederim.
Arçelik Üretim Hatalı Ürünün Arkasında Durmayan Firma,Arçelik marka do 6964 c kodlu doğrayıcıda ki üretim hatasından dolayı 2 defa değişim yapıldı tekrar arızalanan ürünü garantiye verdiğimizde ürünün üretiminin devam etmediği yerine Beko ® marka bir ürün teklif ettiler.Arçelik ürünümün aynı marka olan k 1291 kodlu ürünle değişim talep ettiğim zaman piyasa değeri 3.000₺ olan ürünümün 1100₺ üzerinden değerlendirildiğini ve yeni ürün için 370₺ fark istendiğini tüm ısrar ve taleplerime rağmen bu farkın firma tarafından karşılanmayacağını söyleyip mağduriyetimi çözmediniz zaten 2 yıldır hiçbir şekilde ürününüzü kullanamadım bir de üstüne mağduriyetimi çözmek yerine daha fazla mağduriyet oluşturuyorsunuz. Evimdeki tüm beyaz eşyaları a'dan z'ye Arçelik marka dizmiş biri olarak söylüyorum keşke Arçelik almasaydım yazıklar olsun böyle markaya da firmaya da.
Arçelik Servise Bir Türlü İşlem Yaptıramadık,İstanbul Çekmeköy'de 16.12.2022 tarihinde çamaşır makinesi e10 hatası verdiği için Arçelik servisi çağırdım 17'sinde Dudullu servisten geldiler. Dediler ki ''kapak mandalı değişecek. Faturam 2016 tarihli ek garanti kampanyalı üründen faydalanmıştım. Ürününüz işletilmemiş garanti görünmüyor biz bunu işleme alalım yapalım.'' tamam dedim faturayı verdim servise gitti 3 gün geçti 5 gün geçti bir türlü yanıt alamadım 3-4 defa aradım garantiyi beklemeyelim yapın hesap açık kalsın garantisi yoksa da biterse de ödemesini yaparım ama şu makineyi yapın diye aradım. Bugün 28.12.2022 ve hala arayıp şikayet kaydı alıyorlar. 12 gündür çamaşır yıkayamıyoruz arıyoruz bekliyoruz. Belgeli faturalı ek garantisi faturada yazılmış ürünü bir türlü işleme alıp da tamir bakım yaptıramadık. Koktuk günler geçti bir kapak kilidini değiştirtemedik.
Arçelik Ürünün Teslim Edilmiyor,Arçelik'ten televizyon aldık belirttiğimiz güne kadar gelirse almak istediğimizi söyledik ellerinde olduğunu hemen teslim ve montajını yapacaklarını söylediler fakat şimdi biz öyle konuşmadık deyip ilgilenmiyorlar aradığımızda ellerinde varmış ama getirmiyorlar.
Arçelik 6144 Bulaşık Makinem Üst Tavandan Su Sızdırıyor,Aldığım ürün 6144 kodlu Arçelik bulaşık makinesi makinem 2 ayda 3 kez değişti ve şimdi gelen makinede de aynı sorun var makinemin üst kısmı yıkama anında ve yıkamadan sonra şu sızdırıyor. Eve ® gelen her servis videoyu izlediğinde ilk kez gördüklerini söylüyorlar. Şimdi ise bana zorla makinenin üst modelini alın veya para iadesi yapalım diyorlar. Fakat ben aldığımda makine 5300 liraydı şimdi ise 9800 lira. İade alsam tekrar bir makine alamam üst modeli ile değiştirmem için de aradaki farkı ödememi istiyorlar. Benden kaynaklanmayan bir hatadan dolayı hem mağdur oluyorum hem de tekrar para ödemem gerekiyor. Madem makine 3 kez aynı hatayı veriyor üst modelini ücretsiz yolla Arçelik. Hem mağdur ediyorsun 2 aydır hem de utanmadan üstüne para istiyorsun. Arçelik pişmanlıkmış cidden.
Arçelik 5011 Nfı Model Buzdolabım Soğutmuyor,2014 yılında aldığım Arçelik 5011 Nfı No Frost model buzdolabım dün gece itibariyle soğutmamaya başladı. Bilhassa Arçelik yetkili servisi çağırdım gelen kişi ürünün garantisinin 2017 yılında bittiğini ve olası bir durumda garanti kapsamı dışında değerlendirileceğini söyledi. Buzdolabını incelediğinde gaz kaçırma olabileceğini (kullanıcı hatası değil) incelem için fabrikaya götürmeleri gerektiğini söyledi. Eğer fabrikada sorun çözülürse 600-700 TL çözülmezse de firmanın gösterdiği seçeneklerden bir buzdolabı seçerek üçte ikisini benim ödeyerek alabileceğimi söyledi. Şimdi soruyorum benim hatam olmayan henüz 8 senelik bir buzdolabı için neden bu ekonomi şartlarında böyle bir meblağ ödemek zorunda kalıyorum.
Arçelik Sadece Buzdolabı Olarak Kullandığım Dolabım Pas Kustu,Mart ayında 3 yıllık garantisi bitmiş ve pandemiden beri kullanılmayan tüketici hatası olmadığı belirtilen yurdumun markası Arçelik olduğu gibi buzdolabımın içi pas dökülüyor büyük olasılıkla ya bana teşhir malı yollandı ya da üretim hatası ama üstüne servis ve parça parası.
Arçelik Kombi (Optidens Neo 24) Arızalı,Ben internetten Arçelik kombi aldım. Servis geldi taktı. İlk etapta parçada sorun var dediler. Sonra parça değiştirildi fakat gene çalışmadı. Bacada sorun var dediler bacayı hallettik fakat arıza gene devam etti. Tekrar servisi aradık geldiler izalasyon hatası varmış servis ben fabrikaya bildireceğim dedi. Biz Arçelik merkezini aradık değişim onaylandı dediler. Fakat gelen giden olmadı. Kaç günlerdir soğukta oturuyoruz. Arçelik müşteri hizmetleri arayıp ocak ayına kadar iade ve değişim yapılmayacağını söyledi. Mağdur olduğumuzu belirtmemize rağmen hiçbir şey yapılmadı. Soğukta oturduğumuzu söyledik yapacak bir şeyimiz yok denildi. Şu anda yaklaşık 20 gün oldu ve sorun çözülmedi. Nasıl bir Arçelik firması böyle bir şey yapabilir. Vicdanınız yok mu sizin.
Arçelik Ekran Kırılması Ve Servis Sorunu,Arçelik marka televizyon aldım alalı daha 2 buçuk yıl oldu en ufak darbede çocuk elini sürdü ekran kırıldı bu kadar da kalitesiz olamaz ardından aradım yetkili servisi durumu anlattım ekran tamiri için 5500 6000 TL arasında bir rakam söyledi televizyonun kendi fiyatı dediği rakam kadar bu kadar kötü bu kadar anlayışsız bir firma olma yolunda çok mükemmel ilerliyor Arçelik bayileri ve servisleri.
Arçelik Çamaşır Makinemde Deterjan Kokusu Yok!,Arçelik çamaşır makinesi 1 ay önce aldım fakat çamaşırlar yıkandıktan sonra kesinlikle ne yumuşatıcı ne de deterjan kokmuyor makineden çıkan çamaşırlarımda asla hiçbir koku yok bazen yıkadığım çorap aynı kokuyla çıkıyor bunun için iki kere servis çağırdım bir sorun yok dediler ama ben Arçelik tercih ettiğim için çok pişmanım benim eski makinem bundan iyiydi ben makinede çıkan çamaşırın kokusunu bilmiyor muyum lütfen en kısa zamanda çözüm bulunsun yoksa Tüketici Hakları'na başvuracağım.
Bodrum Arçelik Servis Saygısızlığı!,Bodrum Kale ® konut civarında bulunan arser Arçelik yetkili servisindeki şahsiyetler klima arızası için geldiler ilk geldiklerinde yanlarında hiçbir malzeme getirmeden gelip daha sonra gelip sökeceğiz diyerek geri gittiler. İkinci defa geleceklerinde belirtilen saatte gelmeyip beni beklettiler üçüncü defa yine belirtilen saatte gelmeyip sabahın çok erken saatinde çıkıp geldiler tepkimiz üzerine de yapmıyoruz o zaman diye söylenip çıkıp gittiler. Hem suçlu hem güçlüsünüz dalga geçer gibi insanların vakitleriyle oynamayın bari. Yetkililere sesleniyorum böyle saygısız ve paraya ihtiyacı olmayan insanlara servis yetkisi vermeyin ihtiyacı olan birçok insan var dışarıda. Burada kalmayacak bu CİMER ®'e de yazacağım bunu!
Fabrika Hatası Nedeniyle Bozulan Arçelik Buzdolabı,7 yıl önce satın aldığım Arçelik marka nofrost buzdolabım fabrika ® hatası dolayısıyla bozuldu servis tarafından inceleme yapılarak rapor Arçelik firmasına gönderildi. Gelen cevapta liste fiyatı 24 bin piyasa fiyatı 20. 500 olan buzdolabı ile 14810 TL karşılığında bir ücretle değiştirilebileceği cevabı gelmiştir. Arçelik gibi bir firmanın ürününün arkasında durmayıp fahiş bir ücretle değiştirmesi firmanın adına zarar getireceğine inanıyorum. Bu konuda gereğinin yapılması arz ediyorum.
